rating,is_recommended,helpfulness,total_feedback_count,total_neg_feedback_count,total_pos_feedback_count,skin_tone,eye_color,skin_type,hair_color,product_id,brand_name,price_usd
1,0.0,0.4375,16.0,2.302585092994046,2.0794415416798357,lightMedium,brown,oily,black,P470259,Topicals,38.0
2,0.0,0.5,4.0,1.0986122886681098,1.0986122886681098,fair,hazel,combination,brown,P470259,Topicals,38.0
3,0.0,0.533333004,30.0,2.70805020110221,2.833213344056216,light,green,combination,brown,P470259,Topicals,38.0
5,1.0,0.800000012,5.0,0.6931471805599453,1.6094379124341003,lightMedium,brown,combination,brown,P470259,Topicals,38.0
5,1.0,1.0,7.0,0.0,2.0794415416798357,lightMedium,brown,combination,black,P470259,Topicals,38.0
1,0.0,0.480518997,77.0,3.713572066704308,3.6375861597263857,light,hazel,dry,blonde,P470259,Topicals,38.0
5,1.0,0.5,4.0,1.0986122886681098,1.0986122886681098,light,brown,combination,black,P470259,Topicals,38.0
3,0.0,0.5,10.0,1.791759469228055,1.791759469228055,lightMedium,brown,combination,brown,P470259,Topicals,38.0
5,1.0,0.909090996,11.0,0.6931471805599453,2.3978952727983707,light,brown,dry,black,P470259,Topicals,38.0
5,1.0,0.909090996,11.0,0.6931471805599453,2.3978952727983707,fairLight,blue,normal,blonde,P470259,Topicals,38.0
5,1.0,0.868965983,113.72000000000116,2.995732273553991,4.844187086458591,medium,brown,dry,brown,P470259,Topicals,38.0
5,1.0,1.0,9.0,0.0,2.302585092994046,tan,brown,combination,brown,P470259,Topicals,38.0
5,1.0,0.977859974,113.72000000000116,2.5649493574615367,6.274762021241939,mediumTan,brown,dry,brown,P470259,Topicals,38.0
5,1.0,0.899999976,20.0,1.0986122886681098,2.9444389791664403,tan,brown,combination,brown,P470259,Topicals,38.0
5,1.0,1.0,4.0,0.0,1.6094379124341003,fairLight,blue,combination,blonde,P470259,Topicals,38.0
5,1.0,1.0,16.0,0.0,2.833213344056216,tan,brown,oily,black,P470259,Topicals,38.0
5,1.0,0.666666985,113.72000000000116,3.871201010907891,4.553876891600541,deep,brown,combination,black,P470259,Topicals,38.0
5,1.0,1.0,18.0,0.0,2.9444389791664403,fairLight,blue,dry,black,P470259,Topicals,38.0
1,0.0,0.272727013,11.0,2.1972245773362196,1.3862943611198906,fair,brown,combination,blonde,P484080,Topicals,18.0
2,0.0,0.625,8.0,1.3862943611198906,1.791759469228055,light,brown,combination,brown,P484080,Topicals,18.0
5,1.0,1.0,4.0,0.0,1.6094379124341003,tan,brown,dry,brown,P484080,Topicals,18.0
5,1.0,0.928570986,14.0,0.6931471805599453,2.6390573296152584,fairLight,blue,oily,blonde,P484080,Topicals,18.0
5,1.0,0.82051301,39.0,2.0794415416798357,3.4965075614664802,lightMedium,brown,combination,auburn,P484080,Topicals,18.0
5,1.0,0.921738982,113.72000000000116,2.302585092994046,4.672828834461906,deep,brown,combination,auburn,P484080,Topicals,18.0
4,1.0,0.818181992,11.0,1.0986122886681098,2.302585092994046,tan,brown,combination,brown,P484080,Topicals,18.0
5,1.0,1.0,12.0,0.0,2.5649493574615367,tan,brown,normal,black,P484080,Topicals,18.0
5,1.0,1.0,9.0,0.0,2.302585092994046,deep,brown,dry,black,P484080,Topicals,18.0
4,1.0,0.93333298,15.0,0.6931471805599453,2.70805020110221,light,brown,normal,brown,P484080,Topicals,18.0
3,1.0,0.454544991,33.0,2.9444389791664403,2.772588722239781,lightMedium,brown,dry,black,P484080,Topicals,18.0
5,1.0,0.714286029,7.0,1.0986122886681098,1.791759469228055,rich,brown,combination,black,P484080,Topicals,18.0
5,1.0,0.75,4.0,0.6931471805599453,1.3862943611198906,light,brown,dry,brown,P484080,Topicals,18.0
3,1.0,0.5,4.0,1.0986122886681098,1.0986122886681098,fair,brown,dry,black,P484080,Topicals,18.0
4,1.0,0.714286029,7.0,1.0986122886681098,1.791759469228055,light,hazel,oily,brown,P484080,Topicals,18.0
1,0.0,0.555555999,9.0,1.6094379124341003,1.791759469228055,fair,blue,normal,blonde,P484080,Topicals,18.0
5,1.0,0.833333015,12.0,1.0986122886681098,2.3978952727983707,fairLight,blue,normal,brown,P484080,Topicals,18.0
5,1.0,0.866666973,15.0,1.0986122886681098,2.6390573296152584,light,blue,combination,black,P484080,Topicals,18.0
5,1.0,0.916666985,12.0,0.6931471805599453,2.4849066497880004,fair,green,normal,blonde,P484080,Topicals,18.0
5,1.0,0.285714,21.0,2.772588722239781,1.9459101490553132,tan,brown,oily,black,P484080,Topicals,18.0
5,1.0,0.96875,32.0,0.6931471805599453,3.4657359027997265,fair,hazel,normal,brown,P484080,Topicals,18.0
1,0.0,0.432431996,37.0,3.091042453358316,2.833213344056216,light,brown,combination,brown,P484080,Topicals,18.0
5,1.0,1.0,21.0,0.0,3.091042453358316,medium,brown,combination,brown,P484080,Topicals,18.0
4,1.0,0.878787994,33.0,1.6094379124341003,3.4011973816621555,mediumTan,brown,combination,black,P484080,Topicals,18.0
5,1.0,0.888889015,27.0,1.3862943611198906,3.2188758248682006,light,blue,combination,blonde,P484080,Topicals,18.0
5,1.0,1.0,5.0,0.0,1.791759469228055,tan,brown,combination,black,P254720,Murad,39.0
5,1.0,1.0,5.0,0.0,1.791759469228055,fair,green,combination,blonde,P254720,Murad,39.0
1,1.0,1.0,4.0,0.0,1.6094379124341003,fair,brown,combination,black,P254720,Murad,39.0
5,1.0,0.75,4.0,0.6931471805599453,1.3862943611198906,fair,brown,normal,black,P254720,Murad,39.0
1,0.0,0.875,8.0,0.6931471805599453,2.0794415416798357,light,brown,combination,brown,P257537,CLINIQUE,37.0
5,1.0,0.5,6.0,1.3862943611198906,1.3862943611198906,lightMedium,brown,combination,brown,P257537,CLINIQUE,37.0
5,1.0,1.0,7.0,0.0,2.0794415416798357,lightMedium,brown,combination,brown,P257537,CLINIQUE,37.0
3,1.0,0.899999976,10.0,0.6931471805599453,2.302585092994046,lightMedium,brown,combination,brown,P257537,CLINIQUE,37.0
2,1.0,1.0,5.0,0.0,1.791759469228055,lightMedium,brown,combination,brown,P257537,CLINIQUE,37.0
5,1.0,1.0,6.0,0.0,1.9459101490553132,light,brown,dry,brown,P257537,CLINIQUE,37.0
5,1.0,0.833333015,12.0,1.0986122886681098,2.3978952727983707,lightMedium,brown,oily,brown,P257537,CLINIQUE,37.0
1,0.0,0.75,4.0,0.6931471805599453,1.3862943611198906,light,hazel,dry,black,P479318,Farmacy,44.0
5,1.0,1.0,18.0,0.0,2.9444389791664403,lightMedium,brown,combination,black,P479318,Farmacy,44.0
5,1.0,1.0,6.0,0.0,1.9459101490553132,fair,blue,combination,auburn,P479318,Farmacy,44.0
5,1.0,1.0,4.0,0.0,1.6094379124341003,medium,brown,combination,brown,P479318,Farmacy,44.0
3,0.0,0.600000024,15.0,1.9459101490553132,2.302585092994046,light,brown,combination,black,P479318,Farmacy,44.0
4,1.0,0.600000024,5.0,1.0986122886681098,1.3862943611198906,light,brown,oily,brown,P479318,Farmacy,44.0
3,1.0,0.428570986,7.0,1.6094379124341003,1.3862943611198906,fair,brown,combination,brown,P479318,Farmacy,44.0
5,1.0,1.0,4.0,0.0,1.6094379124341003,lightMedium,blue,oily,brown,P479318,Farmacy,44.0
3,0.0,0.611110985,18.0,2.0794415416798357,2.4849066497880004,light,brown,combination,black,P377545,tarte,39.0
4,1.0,0.875,16.0,1.0986122886681098,2.70805020110221,deep,brown,combination,black,P377545,tarte,39.0
5,1.0,0.857142985,7.0,0.6931471805599453,1.9459101490553132,fair,brown,combination,black,P377545,tarte,39.0
4,1.0,0.875,8.0,0.6931471805599453,2.0794415416798357,fair,brown,combination,black,P377545,tarte,39.0
4,1.0,0.0,6.0,1.9459101490553132,0.0,fair,brown,normal,black,P377545,tarte,39.0
1,1.0,0.25,4.0,1.3862943611198906,0.6931471805599453,fair,brown,combination,black,P377545,tarte,39.0
1,1.0,1.0,26.0,0.0,3.295836866004329,fair,brown,combination,black,P377545,tarte,39.0
4,1.0,1.0,8.0,0.0,2.1972245773362196,fair,brown,combination,black,P377545,tarte,39.0
4,1.0,1.0,12.0,0.0,2.5649493574615367,fair,brown,normal,black,P377545,tarte,39.0
5,1.0,0.75,4.0,0.6931471805599453,1.3862943611198906,fair,brown,combination,black,P377545,tarte,39.0
5,1.0,0.300000012,10.0,2.0794415416798357,1.3862943611198906,lightMedium,brown,normal,brown,P449180,Summer Fridays,68.0
2,0.0,0.75,4.0,0.6931471805599453,1.3862943611198906,medium,brown,dry,black,P449180,Summer Fridays,68.0
5,1.0,1.0,9.0,0.0,2.302585092994046,fair,hazel,combination,brown,P449180,Summer Fridays,68.0
1,0.0,0.666666985,9.0,1.3862943611198906,1.9459101490553132,light,blue,dry,brown,P449180,Summer Fridays,68.0
5,1.0,1.0,8.0,0.0,2.1972245773362196,mediumTan,brown,combination,brown,P449180,Summer Fridays,68.0
1,0.0,0.583333015,12.0,1.791759469228055,2.0794415416798357,fair,blue,dry,blonde,P449180,Summer Fridays,68.0
4,1.0,1.0,10.0,0.0,2.3978952727983707,fair,green,combination,brown,P449180,Summer Fridays,68.0
1,0.0,0.666666985,9.0,1.3862943611198906,1.9459101490553132,light,brown,combination,brown,P449180,Summer Fridays,68.0
1,0.0,0.782608986,23.0,1.791759469228055,2.9444389791664403,light,brown,combination,brown,P449180,Summer Fridays,68.0
5,1.0,0.875,16.0,1.0986122886681098,2.70805020110221,fair,green,combination,brown,P449180,Summer Fridays,68.0
5,1.0,1.0,8.0,0.0,2.1972245773362196,medium,brown,combination,black,P449180,Summer Fridays,68.0
1,0.0,0.681818008,22.0,2.0794415416798357,2.772588722239781,mediumTan,hazel,normal,brown,P449180,Summer Fridays,68.0
5,1.0,1.0,4.0,0.0,1.6094379124341003,fair,brown,normal,brown,P449180,Summer Fridays,68.0
5,1.0,0.75,4.0,0.6931471805599453,1.3862943611198906,mediumTan,brown,normal,brown,P449180,Summer Fridays,68.0
3,1.0,0.333332986,6.0,1.6094379124341003,1.0986122886681098,light,hazel,dry,brown,P449180,Summer Fridays,68.0
5,1.0,0.611110985,18.0,2.0794415416798357,2.4849066497880004,fair,blue,normal,blonde,P449180,Summer Fridays,68.0
1,0.0,1.0,13.0,0.0,2.6390573296152584,medium,green,oily,blonde,P4015,Murad,30.0
1,0.0,0.5,4.0,1.0986122886681098,1.0986122886681098,fair,green,oily,brunette,P4015,Murad,30.0
1,1.0,0.833333015,6.0,0.6931471805599453,1.791759469228055,fair,green,combination,blonde,P4015,Murad,30.0
1,1.0,0.0,25.0,3.258096538021482,0.0,fair,green,combination,blonde,P4015,Murad,30.0
4,1.0,1.0,9.0,0.0,2.302585092994046,mediumTan,green,combination,blonde,P4015,Murad,30.0
4,1.0,1.0,4.0,0.0,1.6094379124341003,lightMedium,green,combination,blonde,P4015,Murad,30.0
5,1.0,1.0,4.0,0.0,1.6094379124341003,light,brown,combination,brown,P444718,The Ordinary,9.0
5,1.0,1.0,5.0,0.0,1.791759469228055,fair,blue,dry,blonde,P444718,The Ordinary,9.0
1,0.0,0.111111,9.0,2.1972245773362196,0.6931471805599453,fair,green,combination,brown,P444718,The Ordinary,9.0
5,1.0,1.0,5.0,0.0,1.791759469228055,tan,brown,dry,black,P444718,The Ordinary,9.0
4,1.0,0.0,9.0,2.302585092994046,0.0,lightMedium,hazel,oily,black,P444718,The Ordinary,9.0
3,1.0,0.388889015,18.0,2.4849066497880004,2.0794415416798357,lightMedium,brown,dry,brown,P444718,The Ordinary,9.0
5,1.0,0.875,8.0,0.6931471805599453,2.0794415416798357,mediumTan,brown,combination,black,P444718,The Ordinary,9.0
3,0.0,0.466666996,15.0,2.1972245773362196,2.0794415416798357,light,blue,dry,brown,P444718,The Ordinary,9.0
2,0.0,0.833333015,6.0,0.6931471805599453,1.791759469228055,lightMedium,brown,normal,brown,P444718,The Ordinary,9.0
4,1.0,0.384615004,13.0,2.1972245773362196,1.791759469228055,fairLight,green,dry,brown,P444718,The Ordinary,9.0
5,1.0,0.875,16.0,1.0986122886681098,2.70805020110221,lightMedium,brown,normal,brown,P444718,The Ordinary,9.0
2,0.0,0.714286029,7.0,1.0986122886681098,1.791759469228055,mediumTan,brown,oily,black,P444718,The Ordinary,9.0
5,1.0,1.0,6.0,0.0,1.9459101490553132,light,hazel,dry,brown,P444718,The Ordinary,9.0
5,1.0,0.333332986,15.0,2.3978952727983707,1.791759469228055,mediumTan,brown,combination,black,P469213,OLEHENRIKSEN,52.0
3,0.0,1.0,8.0,0.0,2.1972245773362196,lightMedium,brown,combination,brown,P469213,OLEHENRIKSEN,52.0
5,1.0,1.0,5.0,0.0,1.791759469228055,lightMedium,brown,normal,brown,P469213,OLEHENRIKSEN,52.0
5,1.0,1.0,4.0,0.0,1.6094379124341003,tan,brown,normal,black,P469213,OLEHENRIKSEN,52.0
5,1.0,0.75,4.0,0.6931471805599453,1.3862943611198906,light,hazel,combination,brown,P469213,OLEHENRIKSEN,52.0
5,1.0,0.800000012,5.0,0.6931471805599453,1.6094379124341003,fair,green,normal,black,P469213,OLEHENRIKSEN,52.0
2,0.0,0.600000024,5.0,1.0986122886681098,1.3862943611198906,medium,hazel,dry,brown,P431187,Farmacy,28.0
2,0.0,0.875,8.0,0.6931471805599453,2.0794415416798357,tan,brown,combination,brown,P431187,Farmacy,28.0
2,0.0,0.5,12.0,1.9459101490553132,1.9459101490553132,lightMedium,blue,dry,brown,P431187,Farmacy,28.0
5,1.0,1.0,15.0,0.0,2.772588722239781,fairLight,blue,oily,red,P431187,Farmacy,28.0
1,0.0,0.875,8.0,0.6931471805599453,2.0794415416798357,fair,blue,combination,brown,P431187,Farmacy,28.0
2,0.0,0.684211016,19.0,1.9459101490553132,2.6390573296152584,light,hazel,oily,blonde,P431187,Farmacy,28.0
5,1.0,0.600000024,5.0,1.0986122886681098,1.3862943611198906,mediumTan,brown,combination,brown,P418872,OLEHENRIKSEN,35.0
5,1.0,1.0,6.0,0.0,1.9459101490553132,fairLight,Grey,dry,brown,P418872,OLEHENRIKSEN,35.0
1,0.0,0.958333015,48.0,1.0986122886681098,3.8501476017100584,light,brown,dry,brown,P418872,OLEHENRIKSEN,35.0
4,1.0,1.0,5.0,0.0,1.791759469228055,light,brown,combination,black,P418872,OLEHENRIKSEN,35.0
1,0.0,0.433961987,53.0,3.4339872044851463,3.1780538303479458,mediumTan,hazel,combination,brown,P418872,OLEHENRIKSEN,35.0
2,0.0,0.8125,16.0,1.3862943611198906,2.6390573296152584,medium,brown,oily,brown,P418872,OLEHENRIKSEN,35.0
5,1.0,0.600000024,5.0,1.0986122886681098,1.3862943611198906,rich,brown,oily,black,P418872,OLEHENRIKSEN,35.0
5,1.0,0.899999976,10.0,0.6931471805599453,2.302585092994046,fair,brown,oily,black,P418872,OLEHENRIKSEN,35.0
2,0.0,0.857142985,7.0,0.6931471805599453,1.9459101490553132,light,brown,combination,brown,P418872,OLEHENRIKSEN,35.0
5,1.0,0.75,4.0,0.6931471805599453,1.3862943611198906,deep,brown,oily,black,P418872,OLEHENRIKSEN,35.0
5,1.0,0.888889015,18.0,1.0986122886681098,2.833213344056216,light,brown,combination,brown,P418872,OLEHENRIKSEN,35.0
2,0.0,0.870967984,31.0,1.6094379124341003,3.332204510175204,light,brown,combination,brown,P447212,Dr. Barbara Sturm,245.0
5,1.0,0.476190001,21.0,2.4849066497880004,2.3978952727983707,lightMedium,blue,dry,blonde,P447212,Dr. Barbara Sturm,245.0
3,1.0,1.0,4.0,0.0,1.6094379124341003,fair,green,combination,blonde,P447212,Dr. Barbara Sturm,245.0
3,0.0,0.800000012,5.0,0.6931471805599453,1.6094379124341003,light,green,dry,brown,P447212,Dr. Barbara Sturm,245.0
5,1.0,0.846153975,13.0,1.0986122886681098,2.4849066497880004,light,blue,combination,brown,P447212,Dr. Barbara Sturm,245.0
1,0.0,0.920000017,25.0,1.0986122886681098,3.1780538303479458,tan,brown,combination,black,P447212,Dr. Barbara Sturm,245.0
1,0.0,0.878787994,113.72000000000116,3.367295829986474,5.318119993844216,lightMedium,brown,combination,brown,P447212,Dr. Barbara Sturm,245.0
5,1.0,0.857142985,7.0,0.6931471805599453,1.9459101490553132,fairLight,blue,dry,blonde,P454936,Dr. Barbara Sturm,110.0
1,0.0,0.606383026,94.0,3.6375861597263857,4.060443010546419,light,brown,combination,brown,P454936,Dr. Barbara Sturm,110.0
5,1.0,0.0,4.0,1.6094379124341003,0.0,lightMedium,brown,normal,brown,P454936,Dr. Barbara Sturm,110.0
4,1.0,1.0,5.0,0.0,1.791759469228055,mediumTan,brown,combination,brown,P454936,Dr. Barbara Sturm,110.0
5,1.0,0.800000012,5.0,0.6931471805599453,1.6094379124341003,light,brown,dry,brown,P454936,Dr. Barbara Sturm,110.0
2,0.0,0.285714,7.0,1.791759469228055,1.0986122886681098,lightMedium,brown,oily,black,P454936,Dr. Barbara Sturm,110.0
1,0.0,0.84375,32.0,1.791759469228055,3.332204510175204,fair,brown,combination,black,P454936,Dr. Barbara Sturm,110.0
5,1.0,0.800000012,5.0,0.6931471805599453,1.6094379124341003,light,brown,combination,black,P481161,Shiseido,75.0
1,0.0,1.0,4.0,0.0,1.6094379124341003,lightMedium,green,dry,brown,P481161,Shiseido,75.0
2,0.0,0.0,12.0,2.5649493574615367,0.0,medium,brown,dry,brown,P422007,Kiehl's Since 1851,30.0
5,1.0,1.0,9.0,0.0,2.302585092994046,fair,green,dry,blonde,P422007,Kiehl's Since 1851,30.0
1,0.0,1.0,8.0,0.0,2.1972245773362196,fairLight,brown,dry,brown,P422007,Kiehl's Since 1851,30.0
3,0.0,0.0,4.0,1.6094379124341003,0.0,medium,brown,combination,black,P422007,Kiehl's Since 1851,30.0
5,1.0,0.888889015,9.0,0.6931471805599453,2.1972245773362196,fair,brown,combination,brown,P422007,Kiehl's Since 1851,30.0
2,1.0,1.0,4.0,0.0,1.6094379124341003,light,blue,combination,brown,P479339,OLEHENRIKSEN,51.0
5,1.0,1.0,7.0,0.0,2.0794415416798357,lightMedium,hazel,combination,brown,P379707,Tata Harper,68.0
1,0.0,0.555555999,9.0,1.6094379124341003,1.791759469228055,light,hazel,oily,blonde,P379707,Tata Harper,68.0
5,1.0,0.972972989,37.0,0.6931471805599453,3.6109179126442243,fair,brown,combination,brown,P379707,Tata Harper,68.0
5,1.0,1.0,4.0,0.0,1.6094379124341003,fair,brown,combination,brown,P379707,Tata Harper,68.0
5,1.0,0.75,4.0,0.6931471805599453,1.3862943611198906,fair,brown,combination,brown,P379707,Tata Harper,68.0
2,1.0,0.727272987,11.0,1.3862943611198906,2.1972245773362196,fair,brown,combination,brown,P379707,Tata Harper,68.0
5,1.0,0.777778029,9.0,1.0986122886681098,2.0794415416798357,fair,brown,combination,brown,P379707,Tata Harper,68.0
4,1.0,1.0,12.0,0.0,2.5649493574615367,fair,brown,dry,brown,P419221,Drunk Elephant,36.0
1,0.0,0.363635987,11.0,2.0794415416798357,1.6094379124341003,light,brown,combination,brown,P419221,Drunk Elephant,36.0
5,1.0,0.857142985,7.0,0.6931471805599453,1.9459101490553132,lightMedium,green,combination,brown,P419221,Drunk Elephant,36.0
1,0.0,0.571429014,7.0,1.3862943611198906,1.6094379124341003,light,blue,dry,brown,P419221,Drunk Elephant,36.0
3,0.0,1.0,7.0,0.0,2.0794415416798357,light,hazel,normal,brown,P419221,Drunk Elephant,36.0
5,1.0,0.666666985,6.0,1.0986122886681098,1.6094379124341003,light,brown,combination,auburn,P419221,Drunk Elephant,36.0
5,1.0,0.939023972,82.0,1.791759469228055,4.356708826689592,light,brown,normal,brown,P419221,Drunk Elephant,36.0
5,1.0,0.923076987,13.0,0.6931471805599453,2.5649493574615367,light,brown,combination,brown,P419221,Drunk Elephant,36.0
5,1.0,0.888889015,9.0,0.6931471805599453,2.1972245773362196,light,brown,combination,brown,P419221,Drunk Elephant,36.0
3,0.0,0.461537987,13.0,2.0794415416798357,1.9459101490553132,light,blue,dry,blonde,P442761,Sunday Riley,80.0
5,1.0,1.0,5.0,0.0,1.791759469228055,light,green,combination,blonde,P442761,Sunday Riley,80.0
1,0.0,0.833333015,12.0,1.0986122886681098,2.3978952727983707,tan,brown,combination,black,P442761,Sunday Riley,80.0
1,0.0,0.636363983,11.0,1.6094379124341003,2.0794415416798357,lightMedium,blue,combination,blonde,P442761,Sunday Riley,80.0
1,0.0,0.714286029,7.0,1.0986122886681098,1.791759469228055,fair,blue,normal,auburn,P442761,Sunday Riley,80.0
5,1.0,0.5,6.0,1.3862943611198906,1.3862943611198906,fair,green,normal,brown,P442761,Sunday Riley,80.0
5,1.0,0.9375,16.0,0.6931471805599453,2.772588722239781,deep,brown,combination,black,P442761,Sunday Riley,80.0
1,0.0,0.695652008,23.0,2.0794415416798357,2.833213344056216,mediumTan,green,combination,brown,P442761,Sunday Riley,80.0
2,0.0,0.857142985,14.0,1.0986122886681098,2.5649493574615367,lightMedium,brown,combination,black,P442761,Sunday Riley,80.0
5,1.0,0.800000012,5.0,0.6931471805599453,1.6094379124341003,fair,hazel,combination,brown,P442761,Sunday Riley,80.0
1,0.0,0.800000012,5.0,0.6931471805599453,1.6094379124341003,light,blue,dry,blonde,P433521,Charlotte Tilbury,65.0
5,1.0,0.899999976,10.0,0.6931471805599453,2.302585092994046,lightMedium,brown,normal,brown,P433521,Charlotte Tilbury,65.0
1,0.0,0.923076987,13.0,0.6931471805599453,2.5649493574615367,mediumTan,hazel,oily,brown,P458576,Peter Thomas Roth,55.0
5,1.0,0.857142985,14.0,1.0986122886681098,2.5649493574615367,lightMedium,hazel,normal,blonde,P458576,Peter Thomas Roth,55.0
3,0.0,0.800000012,5.0,0.6931471805599453,1.6094379124341003,medium,brown,combination,brown,P458576,Peter Thomas Roth,55.0
5,1.0,1.0,4.0,0.0,1.6094379124341003,light,hazel,dry,brown,P458576,Peter Thomas Roth,55.0
2,0.0,0.833333015,12.0,1.0986122886681098,2.3978952727983707,light,blue,oily,blonde,P458576,Peter Thomas Roth,55.0
1,0.0,0.666666985,9.0,1.3862943611198906,1.9459101490553132,fair,hazel,combination,blonde,P458576,Peter Thomas Roth,55.0
1,0.0,0.777778029,9.0,1.0986122886681098,2.0794415416798357,light,brown,combination,brown,P458576,Peter Thomas Roth,55.0
4,1.0,0.75,4.0,0.6931471805599453,1.3862943611198906,deep,brown,oily,brown,P458576,Peter Thomas Roth,55.0
5,1.0,0.833333015,6.0,0.6931471805599453,1.791759469228055,light,blue,combination,blonde,P428416,Farmacy,12.0
5,1.0,1.0,7.0,0.0,2.0794415416798357,lightMedium,brown,combination,brown,P428416,Farmacy,12.0
5,1.0,1.0,4.0,0.0,1.6094379124341003,lightMedium,brown,combination,brown,P428416,Farmacy,12.0
4,1.0,0.833333015,6.0,0.6931471805599453,1.791759469228055,fair,brown,combination,auburn,P428416,Farmacy,12.0
5,1.0,1.0,13.0,0.0,2.6390573296152584,deep,brown,oily,black,P428416,Farmacy,12.0
5,1.0,1.0,17.0,0.0,2.8903717578961645,light,blue,normal,brown,P428416,Farmacy,12.0
5,1.0,0.600000024,5.0,1.0986122886681098,1.3862943611198906,light,green,combination,blonde,P468409,SK-II,170.0
5,1.0,1.0,6.0,0.0,1.9459101490553132,fairLight,green,dry,red,P9940,Murad,68.0
3,1.0,1.0,5.0,0.0,1.791759469228055,fair,green,combination,brown,P9940,Murad,68.0
5,1.0,1.0,4.0,0.0,1.6094379124341003,tan,brown,oily,black,P482676,Farmacy,50.0
1,0.0,1.0,5.0,0.0,1.791759469228055,light,brown,dry,blonde,P122762,CLINIQUE,23.5
5,1.0,0.400000006,5.0,1.3862943611198906,1.0986122886681098,fair,brown,normal,red,P459141,Farmacy,32.0
1,0.0,0.454544991,11.0,1.9459101490553132,1.791759469228055,light,brown,combination,black,P459141,Farmacy,32.0
3,0.0,0.800000012,5.0,0.6931471805599453,1.6094379124341003,mediumTan,brown,normal,brown,P459141,Farmacy,32.0
5,1.0,1.0,4.0,0.0,1.6094379124341003,mediumTan,blue,oily,blonde,P459141,Farmacy,32.0
1,0.0,0.857142985,7.0,0.6931471805599453,1.9459101490553132,mediumTan,brown,combination,brown,P459141,Farmacy,32.0
5,1.0,0.800000012,5.0,0.6931471805599453,1.6094379124341003,tan,brown,dry,black,P459141,Farmacy,32.0
3,0.0,0.600000024,5.0,1.0986122886681098,1.3862943611198906,fair,blue,normal,blonde,P459141,Farmacy,32.0
3,0.0,0.857142985,14.0,1.0986122886681098,2.5649493574615367,mediumTan,brown,combination,brown,P459141,Farmacy,32.0
5,1.0,0.818181992,11.0,1.0986122886681098,2.302585092994046,tan,brown,combination,black,P459141,Farmacy,32.0
5,1.0,0.888889015,9.0,0.6931471805599453,2.1972245773362196,light,blue,combination,blonde,P459141,Farmacy,32.0
5,1.0,1.0,7.0,0.0,2.0794415416798357,fairLight,green,oily,auburn,P459141,Farmacy,32.0
5,1.0,0.666666985,6.0,1.0986122886681098,1.6094379124341003,fair,brown,combination,brown,P459141,Farmacy,32.0
3,1.0,0.75,4.0,0.6931471805599453,1.3862943611198906,medium,brown,combination,black,P459141,Farmacy,32.0
5,1.0,1.0,14.0,0.0,2.70805020110221,light,blue,combination,blonde,P459141,Farmacy,32.0
5,1.0,0.899999976,10.0,0.6931471805599453,2.302585092994046,mediumTan,brown,oily,black,P459141,Farmacy,32.0
5,1.0,1.0,4.0,0.0,1.6094379124341003,light,green,combination,blonde,P459141,Farmacy,32.0
5,1.0,1.0,5.0,0.0,1.791759469228055,light,brown,combination,blonde,P459141,Farmacy,32.0
5,1.0,0.666666985,6.0,1.0986122886681098,1.6094379124341003,light,brown,combination,black,P459141,Farmacy,32.0
5,1.0,0.75,4.0,0.6931471805599453,1.3862943611198906,fair,Grey,dry,brown,P480301,Farmacy,16.0
4,1.0,0.200000003,5.0,1.6094379124341003,0.6931471805599453,tan,brown,oily,blonde,P480301,Farmacy,16.0
1,0.0,0.611110985,18.0,2.0794415416798357,2.4849066497880004,fair,green,combination,brown,P480301,Farmacy,16.0
3,1.0,0.0,6.0,1.9459101490553132,0.0,lightMedium,hazel,combination,black,P480301,Farmacy,16.0
3,1.0,0.866666973,15.0,1.0986122886681098,2.6390573296152584,fair,green,normal,brown,P480301,Farmacy,16.0
5,1.0,0.5,4.0,1.0986122886681098,1.0986122886681098,lightMedium,brown,oily,black,P480301,Farmacy,16.0
5,1.0,0.800000012,5.0,0.6931471805599453,1.6094379124341003,tan,brown,combination,black,P480301,Farmacy,16.0
5,1.0,0.9375,16.0,0.6931471805599453,2.772588722239781,lightMedium,brown,combination,black,P480301,Farmacy,16.0
5,1.0,0.785713971,14.0,1.3862943611198906,2.4849066497880004,fair,blue,combination,blonde,P480301,Farmacy,16.0
5,1.0,1.0,24.0,0.0,3.2188758248682006,fairLight,brown,normal,brown,P480301,Farmacy,16.0
5,1.0,0.899999976,10.0,0.6931471805599453,2.302585092994046,light,hazel,combination,brown,P480301,Farmacy,16.0
5,1.0,0.5,6.0,1.3862943611198906,1.3862943611198906,light,brown,combination,brown,P480301,Farmacy,16.0
2,0.0,1.0,14.0,0.0,2.70805020110221,fair,brown,combination,brown,P447782,Dr. Barbara Sturm,150.0
4,1.0,1.0,5.0,0.0,1.791759469228055,lightMedium,brown,combination,brown,P447782,Dr. Barbara Sturm,150.0
5,1.0,0.83544302,79.0,2.6390573296152584,4.204692619390966,deep,brown,combination,black,P447782,Dr. Barbara Sturm,150.0
4,1.0,0.666666985,9.0,1.3862943611198906,1.9459101490553132,lightMedium,hazel,dry,brown,P454935,Dr. Barbara Sturm,60.0
3,1.0,0.166666999,6.0,1.791759469228055,0.6931471805599453,lightMedium,brown,combination,black,P454935,Dr. Barbara Sturm,60.0
5,1.0,0.724138021,29.0,2.1972245773362196,3.091042453358316,fair,hazel,combination,red,P454935,Dr. Barbara Sturm,60.0
